id,total_a_bordo,pasajero_a_bordo,tripulantes_a_bordo,total_fallecidos,pasajeros_fallecidos,tripulantes_fallecidos,fallecidos_en_tierra
841,18,0,0,18,0,0,0
842,22,17,5,22,17,5,0
843,25,21,4,23,19,4,0
844,17,14,3,17,14,3,0
845,7,0,7,7,0,7,0
846,11,0,0,11,0,0,0
847,21,18,3,21,18,3,0
848,20,16,4,20,16,4,0
849,14,0,0,1,0,0,0
850,27,24,3,27,24,3,0
851,15,11,4,12,10,2,0
852,25,21,4,25,21,4,0
853,20,0,0,20,0,0,0
854,1,0,0,0,0,0,0
855,26,23,3,26,23,3,0
856,10,5,5,10,5,5,0
857,6,4,2,6,4,2,0
858,4,0,4,4,0,4,16
859,14,11,3,14,11,3,0
860,21,18,3,20,17,3,0
861,12,0,0,12,0,0,0
862,28,0,0,28,0,0,0
863,27,25,2,27,25,2,0
864,14,11,3,13,10,3,0
865,38,30,8,30,26,4,0
866,23,17,6,23,17,6,0
867,18,12,6,18,12,6,0
868,18,0,0,18,0,0,0
869,3,0,3,2,0,2,0
870,25,21,4,25,21,4,0
871,6,0,6,5,0,5,0
872,49,47,2,13,11,2,0
873,30,27,3,30,27,3,0
874,13,10,3,13,10,3,0
875,20,0,0,20,0,0,0
876,22,18,4,22,18,4,0
877,9,0,0,9,0,0,0
878,16,11,5,3,0,3,0
879,6,4,2,4,2,2,0
880,5,0,5,1,0,1,0
881,9,0,9,8,0,8,0
882,25,22,3,2,0,2,0
883,9,0,0,6,0,0,0
884,7,3,4,7,3,4,0
885,22,17,5,22,17,5,0
886,26,21,5,20,18,2,1
887,22,19,3,21,18,3,0
888,24,20,4,24,20,4,0
889,4,2,2,4,2,2,0
890,21,0,0,21,0,0,0
891,7,4,3,1,0,1,0
892,44,37,7,27,21,6,0
893,25,19,6,25,19,6,0
894,28,25,3,28,25,3,0
895,19,14,5,19,14,5,0
896,7,5,2,7,5,2,0
897,25,22,3,25,22,3,0
898,39,31,8,39,31,8,0
899,21,15,6,21,15,6,0
900,1,0,1,1,0,1,22
901,41,37,4,2,2,0,0
902,16,11,5,16,11,5,0
903,13,10,3,13,10,3,0
904,11,0,0,11,0,0,0
905,24,22,2,1,1,0,0
906,27,24,3,23,20,3,0
907,26,0,0,13,0,0,0
908,20,17,3,2,0,2,0
909,11,8,3,11,8,3,0
910,15,12,3,15,12,3,0
911,26,21,5,26,21,5,0
912,23,15,8,23,15,8,0
913,22,20,2,22,20,2,0
914,18,15,3,5,2,3,0
915,24,0,0,24,0,0,0
916,24,19,5,24,19,5,0
917,32,29,3,32,29,3,0
918,14,10,4,12,9,3,0
919,7,5,2,7,5,2,0
920,21,15,6,21,15,6,0
921,12,9,3,12,9,3,0
922,34,31,3,13,10,3,3
923,30,27,3,20,17,3,0
924,11,7,4,11,7,4,5
925,2,0,2,2,0,2,0
926,23,14,9,13,9,4,0
927,21,18,3,2,0,2,0
928,14,11,3,11,8,3,0
929,43,38,5,43,38,5,0
930,23,20,3,3,2,1,0
931,16,11,5,8,4,4,0
932,42,37,5,7,7,0,0
933,19,16,3,18,15,3,0
934,21,17,4,21,17,4,0
935,17,13,4,17,13,4,0
936,23,18,5,12,11,1,0
937,19,16,3,19,16,3,0
938,4,0,4,4,0,4,0
939,22,18,4,22,18,4,0
940,26,24,2,25,23,2,0
941,20,15,5,19,14,5,0
942,3,0,3,1,0,1,0
943,11,8,3,11,8,2,0
944,2,0,2,2,0,2,0
945,53,49,4,53,49,4,0
946,16,10,6,16,10,6,0
947,21,17,4,21,17,0,0
948,12,9,3,12,9,3,0
949,23,19,4,23,19,4,0
950,13,10,3,13,10,3,0
951,9,5,4,9,5,4,0
952,23,18,5,23,18,5,0
953,8,5,3,8,5,3,0
954,15,9,6,11,7,4,0
955,27,24,3,27,24,3,0
956,15,9,6,6,6,0,0
957,10,8,2,10,8,2,0
958,15,12,3,15,12,3,0
959,11,9,2,11,9,2,0
960,4,0,4,4,0,4,0
961,22,17,5,22,17,5,0
962,48,44,4,43,41,2,0
963,40,33,7,40,33,7,0
964,25,21,4,25,21,4,0
965,53,49,4,53,49,4,0
966,2,0,2,2,0,2,0
967,18,13,5,5,3,2,0
968,50,47,3,50,47,3,0
969,36,27,9,14,7,7,0
970,29,25,4,8,6,2,0
971,13,10,3,13,10,3,0
972,36,33,3,14,12,2,0
973,19,0,0,1,0,0,0
974,6,0,6,6,0,6,0
975,6,0,6,2,0,2,2
976,26,22,4,26,22,4,0
977,11,6,5,11,6,5,0
978,20,15,5,20,15,5,0
979,5,3,2,3,1,2,0
980,5,0,5,1,0,1,0
981,8,5,3,3,3,0,0
982,3,1,2,3,1,2,0
983,26,18,8,10,7,3,0
984,35,27,8,35,27,8,0
985,54,49,5,0,0,0,0
986,69,62,7,0,0,0,0
987,43,39,4,41,38,4,0
988,3,1,2,3,1,2,0
989,53,48,5,53,48,5,0
990,44,36,8,44,36,8,0
991,18,13,5,18,13,5,0
992,25,22,3,25,22,3,0
993,5,3,2,5,3,2,0
994,25,21,4,0,0,0,0
995,2,0,2,2,0,2,0
996,5,0,5,5,0,5,0
997,25,21,4,20,16,4,0
998,26,21,5,13,8,5,0
999,3,0,3,2,0,2,0
1000,13,11,2,13,11,2,0
1001,22,19,3,22,19,3,0
1002,20,15,5,20,15,5,0
1003,28,25,3,8,7,1,1
1004,29,25,4,23,22,1,0
1005,20,16,4,20,16,4,0
1006,25,20,5,9,3,4,0
1007,30,0,0,25,0,0,0
1008,23,19,4,23,19,4,0
1009,10,7,3,5,3,2,3
1010,16,11,5,16,11,5,0
1011,18,14,4,1,0,1,0
1012,27,25,2,18,17,1,0
1013,9,7,2,9,7,2,0
1014,32,29,3,32,29,3,0
1015,9,6,3,5,3,2,0
1016,54,51,3,11,11,0,0
1017,32,29,3,32,29,3,0
1018,31,25,6,31,25,6,0
1019,69,63,6,1,0,1,0
1020,19,15,4,19,15,4,0
1021,21,17,4,12,8,4,0
1022,10,7,3,7,4,3,0
1023,14,7,7,14,7,7,0
1024,12,9,3,12,9,3,0
1025,2,0,2,2,0,2,0
1026,26,20,6,23,17,6,0
1027,4,0,4,4,0,4,0
1028,22,19,3,20,17,3,0
1029,4,2,2,4,2,2,0
1030,13,9,4,12,8,4,0
1031,30,24,6,30,24,6,0
1032,6,3,3,6,3,3,0
1033,14,10,4,14,10,4,0
1034,19,15,4,19,15,4,0
1035,14,10,4,14,10,4,0
1036,6,0,6,1,0,1,0
1037,31,21,10,30,20,10,0
1038,37,33,4,37,33,4,0
1039,29,25,4,28,24,4,0
1040,4,2,2,4,2,2,0
1041,32,25,7,31,24,7,0
1042,13,8,5,13,8,5,0
1043,2,0,2,2,0,2,0
1044,4,0,4,3,0,3,0
1045,9,5,4,8,4,4,0
1046,4,0,4,4,0,4,1
1047,8,7,1,6,5,1,0
1048,43,39,4,43,39,4,0
1049,26,23,3,25,22,3,0
1050,17,14,3,1,0,1,0
1051,12,7,5,8,4,4,0
1052,39,26,13,39,26,13,0
1053,16,13,3,16,13,3,0
1054,5,2,3,5,2,3,0
1055,26,23,3,25,22,3,0
1056,29,27,2,29,27,2,0
1057,24,18,6,18,16,2,0
1058,19,16,3,19,16,3,0
1059,4,0,4,4,0,4,0
1060,52,40,12,52,40,12,0
1061,2,0,2,2,0,2,0
1062,3,0,3,3,0,3,0
1063,37,33,4,37,33,4,0
1064,13,10,3,13,10,3,0
1065,13,10,3,13,10,3,0
1066,15,11,4,15,11,4,0
1067,45,38,7,19,16,3,0
1068,10,4,6,10,4,6,0
1069,40,30,10,40,30,10,0
1070,13,10,3,13,10,3,0
1071,18,14,4,18,14,4,0
1072,5,0,5,2,0,2,0
1073,13,0,13,13,0,13,0
1074,17,15,2,17,15,2,0
1075,23,19,4,3,0,3,0
1076,8,6,2,7,5,2,0
1077,26,21,5,23,18,5,0
1078,21,16,5,21,16,5,0
1079,40,37,3,9,7,2,0
1080,7,6,1,7,6,1,0
1081,10,8,2,2,0,2,0
1082,30,27,3,30,27,3,0
1083,24,19,5,24,19,5,0
1084,33,29,4,33,29,4,0
1085,27,24,3,27,24,3,0
1086,32,29,3,32,29,3,0
1087,13,8,5,13,8,5,0
1088,30,27,3,14,11,3,0
1089,17,11,6,3,3,0,0
1090,2,0,2,2,0,2,0
1091,12,8,4,12,8,4,0
1092,30,0,0,30,0,0,0
1093,13,4,9,13,4,9,0
1094,20,13,7,20,13,7,0
1095,20,16,4,20,16,4,0
1096,6,3,3,5,3,2,0
1097,35,23,12,2,1,1,0
1098,10,0,0,6,0,0,0
1099,53,44,9,1,0,1,0
1100,14,10,4,3,1,2,0
1101,27,23,4,27,23,4,0
1102,16,13,3,16,13,3,0
1103,14,6,8,14,6,8,0
1104,26,22,4,22,20,2,0
1105,23,19,4,23,19,4,0
1106,22,19,3,22,19,3,0
1107,3,0,3,3,0,3,0
1108,15,13,2,15,13,2,0
1109,24,18,6,14,11,3,0
1110,31,27,4,31,27,4,0
1111,7,0,7,7,0,7,0
1112,13,10,3,13,10,3,0
1113,25,20,5,25,20,5,0
1114,22,18,4,22,18,4,0
1115,27,21,6,27,21,6,0
1116,81,75,6,53,52,1,0
1117,33,23,10,33,23,10,0
1118,18,14,4,18,14,4,0
1119,48,44,4,35,32,3,0
1120,45,34,11,45,34,11,0
1121,0,1,1,0,1,1,14
1122,32,28,4,2,2,0,4
1123,14,8,6,13,8,5,0
1124,16,12,4,16,12,4,0
1125,36,30,6,5,4,1,0
1126,30,0,0,5,0,0,0
1127,34,31,3,34,31,3,0
1128,12,0,0,12,0,0,0
1129,32,29,3,32,29,3,0
1130,58,49,9,8,7,1,0
1131,32,29,3,24,21,3,0
1132,21,14,7,21,14,7,0
1133,20,17,3,5,3,2,0
1134,23,19,4,23,19,4,0
1135,24,21,3,24,21,3,0
1136,27,20,7,5,2,3,0
1137,4,2,2,4,2,2,0
1138,48,37,11,48,37,11,0
1139,55,51,4,55,51,4,0
1140,3,0,3,3,0,3,0
1141,2,0,2,1,0,1,14
1142,35,31,4,34,30,4,0
1143,12,9,3,12,9,3,0
1144,46,41,5,28,26,2,0
1145,38,33,5,5,1,4,0
1146,22,18,4,20,16,4,0
1147,9,6,3,9,6,3,0
1148,38,36,2,38,36,2,0
1149,40,0,0,17,0,0,0
1150,23,20,3,6,4,2,0
1151,26,22,4,26,22,4,0
1152,17,13,4,17,13,4,0
1153,8,4,4,8,4,4,0
1154,7,6,1,7,6,1,0
1155,19,0,0,19,0,0,0
1156,16,13,3,16,13,3,0
1157,32,28,4,32,28,4,1
1158,14,11,3,14,11,3,0
1159,4,1,3,4,1,3,0
1160,44,36,8,44,36,8,0
1161,7,0,7,7,0,7,0
1162,30,27,3,5,2,3,0
1163,13,10,3,13,10,3,2
1164,4,1,3,4,1,3,0
1165,83,78,5,80,75,5,0
1166,15,11,4,15,11,4,0
1167,12,0,12,12,0,12,0
1168,3,0,3,3,0,3,0
1169,32,28,4,0,0,0,0
1170,4,0,2,2,0,2,0
1171,35,27,8,35,27,8,0
1172,15,12,3,15,12,3,0
1173,16,5,11,16,5,11,0
1174,39,35,4,39,35,4,0
1175,27,24,3,26,23,3,0
1176,2,0,2,1,0,1,0
1177,15,11,4,13,9,4,0
1178,65,62,3,28,28,0,0
1179,15,12,3,15,12,3,0
1180,52,44,8,46,40,6,0
1181,53,45,8,40,37,3,0
1182,53,45,8,40,37,3,0
1183,58,55,3,58,55,3,0
1184,29,24,5,29,24,5,0
1185,23,18,5,23,18,5,0
1186,29,25,4,22,18,4,0
1187,22,18,4,22,18,4,0
1188,9,6,3,9,6,3,0
1189,39,35,4,39,35,4,0
1190,26,23,3,25,22,3,0
1191,50,43,7,50,43,7,0
1192,26,22,4,26,22,4,0
1193,12,10,2,12,10,2,0
1194,25,19,6,25,19,6,0
1195,20,0,20,12,0,12,7
1196,59,54,5,1,1,0,0
1197,12,7,5,12,7,5,0
1198,55,48,7,55,48,7,0
1199,23,20,3,16,13,3,0
1200,8,5,3,8,5,3,0
1201,26,19,7,26,19,7,0
1202,11,7,4,10,6,4,0
1203,10,9,1,10,9,1,0
1204,51,43,8,23,18,5,0
1205,7,4,3,4,1,3,0
1206,6,3,3,6,3,3,0
1207,29,24,5,28,24,4,0
1208,30,26,4,28,24,4,0
1209,48,40,8,48,40,8,0
1210,21,17,4,21,17,4,0
1211,58,51,7,58,51,7,0
1212,23,20,3,2,0,2,0
1213,21,18,3,21,18,3,0
1214,9,5,4,9,5,4,0
1215,3,0,3,3,0,3,0
1216,8,7,1,8,7,1,0
1217,56,50,6,46,43,3,0
1218,7,4,3,5,2,3,0
1219,21,17,4,21,17,4,0
1220,31,25,6,0,0,0,3
1221,20,16,4,1,1,0,1
1222,31,28,3,31,28,3,0
1223,38,31,7,38,31,7,0
1224,18,15,3,2,0,2,0
1225,18,13,5,17,12,5,0
1226,12,10,2,12,10,2,0
1227,10,7,3,10,7,3,0
1228,28,25,3,7,6,1,0
1229,10,7,3,10,7,3,0
1230,17,12,5,14,10,4,0
1231,1,0,0,16,0,0,0
1232,14,7,7,14,7,7,0
1233,20,17,3,20,17,3,0
1234,14,0,0,14,0,0,0
1235,29,23,6,29,23,6,0
1236,2,0,2,2,0,2,0
1237,25,21,4,16,13,3,0
1238,24,20,4,24,20,4,0
1239,29,26,3,29,26,3,0
1240,14,10,4,3,3,0,0
1241,53,48,5,53,48,5,0
1242,13,9,4,12,8,4,0
1243,24,20,4,11,8,3,2
1244,3,0,3,2,0,2,0
1245,26,24,2,26,24,2,0
1246,22,19,3,22,19,3,0
1247,21,18,3,21,18,3,0
1248,16,11,5,16,11,5,0
1249,43,34,9,43,34,9,0
1250,11,8,3,11,8,3,0
1251,25,0,25,23,0,23,0
1252,32,27,5,2,0,2,0
1253,7,4,3,7,4,3,0
1254,10,0,10,10,0,10,0
1255,19,16,3,2,1,1,0
1256,3,0,3,3,0,3,0
1257,40,31,9,40,31,9,0
1258,14,11,3,14,11,3,0
1259,50,45,5,50,45,5,0
1260,10,0,10,10,0,10,0
1261,3,0,3,3,0,3,0
1262,33,28,5,33,28,5,0
1263,7,5,2,7,5,2,0
1264,3,0,3,3,0,3,0
1265,37,31,6,37,31,6,0
1266,3,0,3,3,0,3,0
1267,7,4,3,7,4,3,0
1268,2,0,2,2,0,2,0
1269,5,0,5,5,0,5,0
1270,10,0,0,10,0,0,0
1271,50,44,6,50,44,6,0
1272,13,9,4,13,9,4,3
1273,39,36,3,39,36,3,0
1274,3,0,3,3,0,3,0
1275,28,24,4,22,21,1,0
1276,14,0,14,14,0,14,0
1277,27,24,3,27,24,3,0
1278,8,5,3,8,5,3,0
1279,17,13,4,17,13,4,0
1280,12,9,3,12,9,3,0
1281,23,20,3,23,20,3,0
1282,12,9,3,12,9,3,0
1283,29,25,4,27,23,4,0
1284,29,26,3,1,1,0,0
1285,36,32,4,36,32,4,0
1286,18,14,4,18,14,4,0
1287,23,19,4,23,19,4,0
1288,5,4,1,5,4,1,0
1289,17,13,4,16,12,4,0
1290,7,0,7,6,0,6,0
1291,21,18,3,13,11,2,0
1292,3,0,3,3,0,3,0
1293,3,2,1,3,2,1,0
1294,56,52,4,56,52,4,1
1295,22,18,4,22,18,4,0
1296,20,14,6,20,14,6,0
1297,40,36,4,26,23,3,0
1298,4,2,2,4,2,2,0
1299,28,24,4,28,24,4,0
1300,3,0,3,3,0,3,0
1301,11,8,3,6,0,0,0
1302,23,20,3,23,20,3,0
1303,43,40,3,36,33,3,0
1304,23,20,3,23,20,3,7
1305,15,11,4,15,11,4,0
1306,13,0,13,13,0,13,5
1307,63,59,4,29,26,3,4
1308,31,26,5,31,26,5,0
1309,16,12,4,3,1,2,0
1310,9,5,4,9,5,4,0
1311,8,6,2,8,6,2,0
1312,38,34,4,38,34,4,0
1313,3,0,3,3,0,3,0
1314,15,0,15,15,0,15,0
1315,4,3,1,4,3,1,0
1316,47,37,10,45,36,9,0
1317,21,18,3,17,14,3,0
1318,70,0,0,70,0,0,0
1319,12,9,3,12,9,3,0
1320,29,26,3,10,8,2,0
1321,2,0,2,2,0,2,3
1322,37,33,4,37,33,4,0
1323,4,0,4,4,0,4,0
1324,69,64,5,52,52,0,0
1325,29,26,3,29,26,3,0
1326,50,41,9,50,41,9,0
1327,9,5,4,9,5,4,0
1328,29,26,3,11,8,3,0
1329,17,0,0,17,0,0,0
1330,22,19,3,5,3,2,0
1331,6,0,6,6,0,6,0
1332,18,10,8,1,0,1,0
1333,8,5,3,8,5,3,0
1334,8,7,1,6,5,1,0
1335,11,0,0,11,0,0,0
1336,13,11,2,11,9,2,0
1337,46,40,6,41,37,4,0
1338,27,19,8,1,1,0,0
1339,24,20,4,24,20,4,0
1340,57,51,6,7,1,6,0
1341,18,0,0,18,0,0,0
1342,4,0,4,2,0,2,0
1343,1,0,1,1,0,1,29
1344,46,0,0,46,0,0,0
1345,3,0,3,3,0,3,0
1346,21,19,5,21,19,5,0
1347,14,2,12,14,2,12,0
1348,28,0,0,14,0,0,0
1349,25,21,4,25,21,4,0
1350,16,0,0,16,0,0,0
1351,6,1,5,5,1,4,0
1352,19,14,5,19,14,5,0
1353,44,37,7,44,37,7,0
1354,20,15,5,20,15,5,0
1355,16,0,0,9,0,0,0
1356,52,41,11,52,41,11,0
1357,38,31,7,37,30,7,0
1358,18,0,0,18,0,0,0
1359,41,33,8,37,30,7,0
1360,115,105,10,87,82,5,0
1361,3,0,3,3,0,3,0
1362,1,0,0,9,0,0,0
1363,5,0,0,3,0,0,0
1364,29,25,4,27,23,4,0
1365,10,7,3,2,0,2,0
1366,35,31,4,27,24,3,0
1367,7,3,4,7,3,4,0
1368,40,37,3,40,37,3,0
1369,26,16,10,26,16,10,0
1370,19,15,4,19,15,4,0
1371,39,33,6,39,33,6,0
1372,18,15,3,18,15,3,0
1373,19,13,6,9,3,6,0
1374,40,35,5,29,24,5,0
1375,46,41,5,46,41,5,0
1376,11,6,5,11,6,5,0
1377,2,0,2,2,0,2,0
1378,16,11,5,16,11,5,0
1379,8,0,0,8,0,0,0
1380,23,18,5,23,18,5,0
1381,10,0,10,10,0,10,0
1382,35,30,5,35,30,5,0
1383,14,12,2,14,12,2,0
1384,13,8,5,13,8,5,0
1385,15,12,3,4,1,3,0
1386,1,0,0,26,0,0,0
1387,13,10,3,13,10,3,0
1388,3,0,3,3,0,3,0
1389,25,22,3,7,5,2,0
1390,30,27,3,30,27,3,0
1391,10,5,5,8,4,4,0
1392,43,37,6,43,37,6,0
1393,10,0,10,10,0,10,0
1394,18,13,5,18,13,5,0
1395,19,16,3,2,1,1,0
1396,20,17,3,19,16,3,0
1397,7,2,5,6,1,5,0
1398,34,28,6,0,0,0,2
1399,20,16,11,20,16,11,0
1400,18,12,6,18,12,6,0
1401,17,14,3,9,6,3,0
1402,7,5,2,7,5,2,0
1403,34,31,3,34,31,3,0
1404,17,10,7,17,10,7,0
1405,129,122,7,129,122,7,0
1406,58,50,8,58,50,8,0
1407,46,40,6,44,39,5,0
1408,21,15,6,21,15,6,0
1409,42,34,8,4,4,0,0
1410,25,21,4,1,1,0,0
1411,23,0,23,19,0,19,0
1412,2,0,2,2,0,2,0
1413,42,33,9,42,33,9,0
1414,21,19,2,21,19,2,0
1415,3,0,3,3,0,3,0
1416,2,0,2,1,0,1,0
1417,28,25,3,28,25,3,0
1418,21,16,5,5,1,4,0
1419,41,38,3,25,22,3,0
1420,44,40,4,44,40,4,0
1421,7,0,7,2,0,2,0
1422,27,22,5,2,2,0,0
1423,21,18,3,21,18,3,0
1424,32,27,5,22,17,5,0
1425,19,11,8,19,11,8,0
1426,16,11,5,15,10,5,0
1427,28,25,3,28,25,3,0
1428,10,0,10,10,0,10,0
1429,33,28,5,23,22,1,0
1430,14,10,4,13,10,3,0
1431,2,0,2,2,0,2,0
1432,6,5,1,6,5,1,0
1433,16,6,10,11,5,6,8
1434,44,41,3,1,1,0,0
1435,15,0,0,9,0,0,0
1436,21,0,0,21,0,0,0
1437,10,5,5,4,2,2,0
1438,17,13,4,16,12,4,0
1439,35,29,6,35,29,6,0
1440,21,18,3,21,18,3,0
1441,18,14,4,13,9,4,0
1442,1,0,1,1,0,1,6
1443,16,9,7,16,9,7,0
1444,3,0,3,3,0,3,0
1445,35,30,5,35,30,5,0
1446,16,0,16,10,0,10,0
1447,10,0,10,10,0,10,0
1448,3,0,3,3,0,3,0
1449,9,6,3,9,6,3,0
1450,20,18,2,20,18,2,0
1451,1,0,0,0,0,0,0
1452,40,31,9,33,31,2,0
1453,2,0,2,2,0,2,0
1454,18,12,6,18,12,6,0
1455,18,15,3,18,15,3,0
1456,25,20,5,25,20,5,0
1457,4,0,4,4,0,4,0
1458,21,14,7,21,14,7,0
1459,36,31,5,36,31,5,1
1460,14,9,5,14,9,5,0
1461,23,20,3,16,13,3,0
1462,25,21,4,25,21,4,0
1463,11,8,3,5,3,2,0
1464,28,26,2,3,3,0,0
1465,19,16,3,19,16,3,0
1466,4,0,4,1,0,1,0
1467,3,0,3,3,0,3,0
1468,4,2,2,4,2,2,0
1469,9,5,4,3,3,0,0
1470,24,20,4,24,20,4,0
1471,18,12,6,10,8,2,0
1472,2,0,2,2,0,2,0
1473,30,21,9,30,21,9,0
1474,3,0,3,3,0,3,0
1475,55,51,4,47,46,1,0
1476,19,16,3,12,10,2,0
1477,21,12,9,21,12,9,0
1478,27,22,5,26,21,5,1
1479,27,23,4,26,23,3,0
1480,56,46,10,28,25,3,0
1481,26,22,4,6,6,0,0
1482,4,0,4,3,0,3,0
1483,29,24,5,29,24,5,0
1484,21,18,3,21,18,3,0
1485,16,13,3,16,13,3,0
1486,42,21,21,42,21,21,0
1487,8,0,8,3,0,3,0
1488,24,21,3,24,21,3,0
1489,7,3,4,2,0,2,0
1490,29,25,4,29,25,4,0
1491,4,0,4,4,0,4,0
1492,32,22,10,26,16,10,0
1493,2,0,2,2,0,2,0
1494,28,23,5,10,9,1,0
1495,36,25,11,28,24,4,0
1496,17,14,3,17,14,3,0
1497,12,0,0,12,0,0,0
1498,18,0,0,18,0,0,0
1499,15,10,5,15,10,5,0
1500,5,3,2,1,1,0,0
1501,39,36,3,0,0,0,0
1502,5,4,1,5,4,1,0
1503,10,6,4,10,6,4,0
1504,13,9,4,13,9,4,0
1505,29,21,8,29,21,8,0
1506,16,13,3,16,13,3,0
1507,26,21,5,1,0,1,0
1508,7,4,3,6,4,2,0
1509,21,18,3,5,4,1,0
1510,6,4,2,6,4,2,0
1511,26,23,3,26,23,3,0
1512,8,5,3,8,5,3,0
1513,35,32,3,13,11,2,0
1514,66,57,9,66,57,9,0
1515,23,15,8,4,2,2,0
1516,2,0,2,2,0,2,0
1517,3,0,3,3,0,3,0
1518,19,11,8,19,11,8,0
1519,14,10,4,12,9,3,0
1520,20,16,4,20,16,4,0
1521,16,13,3,4,4,0,0
1522,2,0,2,2,0,2,0
1523,3,0,3,3,0,3,0
1524,24,14,10,16,9,7,0
1525,39,36,3,18,18,0,0
1526,22,19,3,22,19,3,0
1527,43,40,3,22,20,2,0
1528,58,51,7,58,51,7,0
1529,30,27,3,30,27,3,0
1530,25,20,5,25,20,5,0
1531,67,57,10,67,57,10,0
1532,13,9,4,13,9,4,0
1533,3,0,3,2,0,2,0
1534,12,9,3,12,9,3,0
1535,33,30,3,2,0,2,1
1536,16,8,8,16,8,8,0
1537,6,4,2,2,1,1,0
1538,47,40,7,15,13,2,0
1539,5,0,5,3,0,3,0
1540,2,0,2,1,0,1,0
1541,35,31,4,19,15,4,0
1542,66,63,3,66,63,3,0
1543,29,25,4,7,6,1,0
1544,44,39,5,44,39,5,0
1545,14,10,4,14,10,4,0
1546,74,70,4,28,27,1,0
1547,11,2,9,10,2,8,0
1548,10,0,10,10,0,10,0
1549,6,4,2,6,4,2,0
1550,21,16,5,21,16,5,0
1551,2,0,2,2,0,2,0
1552,26,0,0,26,0,0,0
1553,17,12,5,17,12,5,0
1554,2,0,2,1,0,1,0
1555,18,15,3,4,1,3,0
1556,26,23,3,22,19,3,0
1557,3,0,3,3,0,3,0
1558,2,0,2,2,0,2,0
1559,3,0,3,2,0,2,0
1560,40,35,5,40,35,5,0
1561,50,45,5,50,45,5,0
1562,64,55,9,52,49,3,0
1563,19,16,3,19,16,3,0
1564,3,0,3,3,0,3,0
1565,21,18,3,2,2,0,0
1566,3,0,3,1,0,1,0
1567,3,0,3,3,0,3,0
1568,19,17,2,19,17,2,0
1569,36,33,3,22,21,1,0
1570,38,32,6,5,4,1,0
1571,6,5,1,6,5,1,0
1572,12,7,5,3,1,2,0
1573,54,49,5,2,2,0,0
1574,31,28,3,14,14,0,1
1575,2,0,2,2,0,2,13
1576,31,28,3,30,27,3,0
1577,1,0,0,1,1,0,0
1578,74,64,10,74,64,10,0
1579,45,38,7,32,29,3,0
1580,128,117,11,128,117,11,0
1581,35,31,4,1,1,0,0
1582,66,56,10,46,38,8,0
1583,4,0,4,4,0,4,0
1584,18,14,4,18,14,4,0
1585,22,18,4,12,9,3,0
1586,22,14,8,15,11,4,0
1587,57,53,4,1,1,0,0
1588,18,14,4,0,0,0,0
1589,5,4,1,5,4,1,0
1590,59,50,9,59,50,9,0
1591,31,24,7,0,0,0,0
1592,3,0,3,3,0,3,0
1593,16,12,4,16,12,4,0
1594,80,74,6,7,5,2,0
1595,12,10,2,2,1,1,0
1596,25,20,5,25,20,5,0
1597,36,33,3,36,33,3,0
1598,35,25,10,34,24,10,8
1599,23,18,5,23,18,5,0
1600,25,18,7,25,18,7,0
1601,16,11,5,14,10,4,0
1602,62,59,3,62,59,3,0
1603,5,0,5,5,0,5,0
1604,30,27,3,3,1,2,0
1605,21,17,4,21,17,4,0
1606,38,31,7,12,12,0,0
1607,10,7,3,1,1,0,0
1608,33,29,4,17,15,2,1
1609,16,13,3,16,13,3,0
1610,70,60,10,2,1,1,0
1611,6,0,6,5,0,5,3
1612,101,95,6,21,21,0,0
1613,159,149,10,22,19,3,0
1614,5,2,3,5,2,3,0
1615,17,15,2,17,15,2,0
1616,22,17,5,18,15,3,2
1617,15,12,3,15,12,3,0
1618,20,15,5,20,15,5,2
1619,25,22,3,24,21,3,0
1620,19,16,3,19,16,3,0
1621,67,57,10,67,57,10,0
1622,40,35,5,40,35,5,0
1623,34,30,4,34,30,4,0
1624,30,26,4,26,23,3,0
1625,3,0,3,3,0,3,1
1626,24,21,3,24,21,3,0
1627,1,0,0,1,1,0,0
1628,35,30,5,34,29,5,0
1629,3,0,3,1,0,1,0
1630,37,32,5,37,32,5,0
1631,3,0,3,2,0,2,0
1632,2,0,2,2,0,2,3
1633,16,11,5,16,11,5,0
1634,13,8,5,9,5,4,0
1635,9,0,9,9,0,9,0
1636,3,0,3,3,0,3,0
1637,18,15,3,14,12,2,0
1638,1,0,0,6,0,0,0
1639,24,20,4,24,20,4,0
1640,4,2,2,4,2,2,0
1641,68,59,9,58,49,9,0
1642,16,9,7,16,9,7,0
1643,16,13,3,1,1,0,0
1644,79,73,6,79,73,6,0
1645,23,18,5,23,18,5,0
1646,8,0,8,8,0,8,0
1647,12,9,3,12,9,3,0
1648,8,5,3,8,5,3,0
1649,24,21,3,12,10,2,0
1650,35,30,5,1,0,1,0
1651,3,0,3,3,0,3,0
1652,3,0,3,3,0,3,0
1653,27,22,5,27,22,5,0
1654,27,23,4,27,23,4,0
1655,2,0,2,2,0,2,0
1656,7,5,2,7,5,2,0
1657,21,17,4,21,17,4,0
1658,3,0,3,3,0,3,0
1659,10,3,7,7,0,6,1
1660,16,10,6,4,1,3,0
1661,15,0,15,15,0,15,0
1662,44,36,8,44,36,8,0
1663,58,50,8,43,35,8,0
1664,4,2,2,4,2,2,0
1665,4,2,2,4,2,2,0
1666,61,55,6,61,55,6,0
1667,10,7,3,3,3,0,0
1668,12,11,1,2,1,1,0
